timestamp,elapsed_s,distance_m,speed_m_s,stroke_rate_spm,latitude,longitude,gps_accuracy_m
2026-01-20T06:44:21.056-03:00,2624.056,6945.665,1.729,0.00,10.0617064,10.0000346,3.48
2026-01-20T06:44:31.056-03:00,2634.056,6963.123,1.772,0.00,10.0618716,10.0000302,3.76
2026-01-20T06:44:41.056-03:00,2644.056,6980.677,1.758,0.00,10.0620181,10.0000033,2.60
2026-01-20T06:44:51.056-03:00,2654.056,6998.496,1.765,0.00,10.0621795,10.0000064,2.94
2026-01-20T06:45:01.056-03:00,2664.056,7016.090,1.771,0.00,10.0623297,10.0000133,4.42
2026-01-20T06:45:11.056-03:00,2674.056,7033.374,1.722,0.00,10.0625244,10.0000059,3.74
2026-01-20T06:45:21.056-03:00,2684.056,7050.519,1.709,0.00,10.0626726,10.0000275,2.27
2026-01-20T06:45:31.056-03:00,2694.056,7067.206,1.630,0.00,10.0627843,10.0000378,2.56
2026-01-20T06:45:41.056-03:00,2704.056,7084.045,1.659,0.00,10.0629395,10.0000234,3.76
2026-01-20T06:45:51.056-03:00,2714.056,7100.667,1.628,0.00,10.0631006,10.0000349,2.08
2026-01-20T06:46:01.056-03:00,2724.056,7117.510,1.674,0.00,10.0632285,10.0000034,2.86
2026-01-20T06:46:11.056-03:00,2734.056,7141.720,3.196,0.00,10.0634833,10.0000224,2.21
2026-01-20T06:46:21.056-03:00,2744.056,7173.416,3.159,0.00,10.0637362,10.0000140,3.83
2026-01-20T06:46:31.056-03:00,2754.056,7205.102,3.144,0.00,10.0640201,9.9999976,4.41
2026-01-20T06:46:41.056-03:00,2764.056,7236.834,3.104,0.00,10.0643249,10.0000288,4.29
2026-01-20T06:46:51.056-03:00,2774.056,7268.710,3.187,0.00,10.0646087,9.9999940,2.20
2026-01-20T06:47:01.056-03:00,2784.056,7300.741,3.219,0.00,10.0648732,10.0000205,2.36
2026-01-20T06:47:11.056-03:00,2794.056,7332.832,3.210,0.00,10.0651709,10.0000163,3.09
2026-01-20T06:47:21.056-03:00,2804.056,7365.395,3.226,0.00,10.0654746,10.0000212,2.42
2026-01-20T06:47:31.056-03:00,2814.056,7397.923,3.280,0.00,10.0657305,9.9999882,4.05
2026-01-20T06:47:41.056-03:00,2824.056,7430.411,3.206,0.00,10.0660409,10.0000048,4.95
2026-01-20T06:47:51.056-03:00,2834.056,7462.594,3.183,0.00,10.0663038,9.9999923,2.16
2026-01-20T06:48:01.056-03:00,2844.056,7494.586,3.149,0.00,10.0665999,10.0000001,4.16
2026-01-20T06:48:11.056-03:00,2854.056,7526.390,3.141,0.00,10.0668662,9.9999794,4.11
2026-01-20T06:48:21.056-03:00,2864.056,7558.240,3.194,0.00,10.0671445,9.9999843,3.94
2026-01-20T06:48:31.056-03:00,2874.056,7590.121,3.199,0.00,10.0674654,9.9999776,4.16
2026-01-20T06:48:41.056-03:00,2884.056,7622.098,3.210,0.00,10.0677432,9.9999994,2.77
2026-01-20T06:48:51.056-03:00,2894.056,7654.033,3.239,0.00,10.0680106,9.9999935,2.62
2026-01-20T06:49:01.056-03:00,2904.056,7686.110,3.232,0.00,10.0682944,9.9999896,4.00
2026-01-20T06:49:11.056-03:00,2914.056,7718.443,3.206,0.00,10.0685767,9.9999857,2.57
2026-01-20T06:49:21.056-03:00,2924.056,7750.851,3.252,0.00,10.0689005,10.0000021,4.45
2026-01-20T06:49:31.056-03:00,2934.056,7783.317,3.207,0.00,10.0691552,9.9999886,3.70
2026-01-20T06:49:41.056-03:00,2944.056,7815.288,3.187,0.00,10.0694697,9.9999965,4.88
2026-01-20T06:49:51.056-03:00,2954.056,7847.042,3.114,0.00,10.0697482,9.9999929,2.21
2026-01-20T06:50:01.056-03:00,2964.056,7878.870,3.176,0.00,10.0700074,9.9999657,2.94
2026-01-20T06:50:11.056-03:00,2974.056,7910.514,3.146,0.00,10.0703120,9.9999687,4.78
2026-01-20T06:50:21.056-03:00,2984.056,7942.253,3.224,0.00,10.0705764,9.9999704,3.25
2026-01-20T06:50:31.056-03:00,2994.056,7974.326,3.148,0.00,10.0708484,9.9999839,3.90
2026-01-20T06:50:41.056-03:00,3004.056,8006.602,3.223,0.00,10.0711407,9.9999974,4.26
2026-01-20T06:50:51.056-03:00,3014.056,8038.787,3.245,0.00,10.0714451,9.9999964,4.43
2026-01-20T06:51:01.056-03:00,3024.056,8071.284,3.225,0.00,10.0717136,10.0000018,2.96
2026-01-20T06:51:11.056-03:00,3034.056,8103.587,3.201,0.00,10.0720284,10.0000003,3.27
2026-01-20T06:51:21.056-03:00,3044.056,8135.956,3.225,0.00,10.0723134,9.9999960,4.87
2026-01-20T06:51:21.648-03:00,3044.648,8137.841,3.163,0.00,10.0723285,9.9999648,3.82
